236,MD,Senate,Democrat,Senior,Ben Cardin,https://votesmart.org/candidate/26888/ben-cardin
237,ME,House,Democrat,District 1,Chellie Pingree,https://votesmart.org/candidate/6586/chellie-pingree
238,ME,House,Democrat,District 2,Jared Golden,https://votesmart.org/candidate/151420/jared-golden
239,ME,Senate,Independent,Junior,Angus King Jr.,https://votesmart.org/candidate/22381/angus-king-jr
240,ME,Senate,Republican,Senior,Susan Collins,https://votesmart.org/candidate/379/susan-collins
241,MI,House,Democrat,District 11,Haley Stevens,https://votesmart.org/candidate/181092/haley-stevens
242,MI,House,Democrat,District 12,Debbie Dingell,https://votesmart.org/candidate/152482/debbie-dingell
243,MI,House,Democrat,District 13,Rashida Tlaib,https://votesmart.org/candidate/105368/rashida-tlaib
244,MI,House,Democrat,District 14,Brenda Lawrence,https://votesmart.org/candidate/78851/brenda-lawrence
245,MI,House,Democrat,District 5,Dan Kildee,https://votesmart.org/candidate/136102/dan-kildee
246,MI,House,Democrat,District 8,Elissa Slotkin,https://votesmart.org/candidate/181080/elissa-slotkin
247,MI,House,Democrat,District 9,Andy Levin,https://votesmart.org/candidate/66287/andy-levin
248,MI,House,Independent,District 3,Justin Amash,https://votesmart.org/candidate/105566/justin-amash
249,MI,House,Republican,District 1,Jack Bergman,https://votesmart.org/candidate/170172/jack-bergman
250,MI,House,Republican,District 10,Paul Mitchell,https://votesmart.org/candidate/152464/paul-mitchell
251,MI,House,Republican,District 2,Bill Huizenga,https://votesmart.org/candidate/38351/bill-huizenga
252,MI,House,Republican,District 4,John Moolenaar,https://votesmart.org/candidate/37676/john-moolenaar
253,MI,House,Republican,District 6,Fred Upton,https://votesmart.org/candidate/26906/fred-upton
254,MI,House,Republican,District 7,Tim Walberg,https://votesmart.org/candidate/8618/tim-walberg
255,MI,Senate,Democrat,Junior,Gary Peters,https://votesmart.org/candidate/8749/gary-peters
256,MI,Senate,Democrat,Senior,Debbie Stabenow,https://votesmart.org/candidate/515/debbie-stabenow
257,MN,House,Democrat,District 2,Angie Craig,https://votesmart.org/candidate/166261/angie-craig
258,MN,House,Democrat,District 3,Dean Phillips,https://votesmart.org/candidate/181357/dean-phillips
259,MN,House,Democrat,District 4,Betty McCollum,https://votesmart.org/candidate/3812/betty-mccollum
260,MN,House,Democrat,District 5,Ilhan Omar,https://votesmart.org/candidate/171628/ilhan-omar
261,MN,House,Democrat,District 7,Collin Peterson,https://votesmart.org/candidate/26926/collin-peterson
262,MN,House,Republican,District 1,Jim Hagedorn,https://votesmart.org/candidate/146027/jim-hagedorn
263,MN,House,Republican,District 6,Tom Emmer,https://votesmart.org/candidate/38894/tom-emmer
264,MN,House,Republican,District 8,Peter Stauber,https://votesmart.org/candidate/159954/peter-stauber
265,MN,Senate,Democrat,Junior,Tina Smith,https://votesmart.org/candidate/152968/tina-smith
266,MN,Senate,Democrat,Senior,Amy Klobuchar,https://votesmart.org/candidate/65092/amy-klobuchar
267,MO,House,Democrat,District 1,Lacy Clay Jr.,https://votesmart.org/candidate/8967/lacy-clay-jr
268,MO,House,Democrat,District 5,Emanuel Cleaver II,https://votesmart.org/candidate/39507/emanuel-cleaver-ii
269,MO,House,Republican,District 2,Ann Wagner,https://votesmart.org/candidate/136083/ann-wagner
270,MO,House,Republican,District 3,Blaine Luetkemeyer,https://votesmart.org/candidate/20400/blaine-luetkemeyer
271,MO,House,Republican,District 4,Vicky Hartzler,https://votesmart.org/candidate/8783/vicky-hartzler
272,MO,House,Republican,District 6,Sam Graves,https://votesmart.org/candidate/9425/sam-graves
273,MO,House,Republican,District 7,Billy Long,https://votesmart.org/candidate/123401/billy-long
274,MO,House,Republican,District 8,Jason Smith,https://votesmart.org/candidate/59318/jason-smith
275,MO,Senate,Republican,Junior,Josh Hawley,https://votesmart.org/candidate/169716/josh-hawley
276,MO,Senate,Republican,Senior,Roy Blunt,https://votesmart.org/candidate/418/roy-blunt
277,MP,House,Democrat,At-Large,Kilili Sablan,https://votesmart.org/candidate/110903/kilili-sablan
278,MS,House,Democrat,District 2,Bennie Thompson,https://votesmart.org/candidate/26929/bennie-thompson
279,MS,House,Republican,District 1,Trent Kelly,https://votesmart.org/candidate/156389/trent-kelly
280,MS,House,Republican,District 3,Michael Guest,https://votesmart.org/candidate/179667/michael-guest
281,MS,House,Republican,District 4,Steven Palazzo,https://votesmart.org/candidate/69521/steven-palazzo
282,MS,Senate,Republican,Junior,Cindy Hyde-Smith,https://votesmart.org/candidate/20784/cindy-hyde-smith
283,MS,Senate,Republican,Senior,Roger Wicker,https://votesmart.org/candidate/21926/roger-wicker
284,MT,House,Republican,At-Large,Greg Gianforte,https://votesmart.org/candidate/168594/greg-gianforte
285,MT,Senate,Democrat,Senior,Jon Tester,https://votesmart.org/candidate/20928/jon-tester
286,MT,Senate,Republican,Junior,Steve Daines,https://votesmart.org/candidate/135720/steve-daines
287,NC,House,Democrat,District 1,G.K. Butterfield Jr.,https://votesmart.org/candidate/41077/gk-butterfield-jr
288,NC,House,Democrat,District 12,Alma Adams,https://votesmart.org/candidate/5935/alma-adams
289,NC,House,Democrat,District 4,David Price,https://votesmart.org/candidate/119/david-price
290,NC,House,Republican,District 10,Patrick McHenry,https://votesmart.org/candidate/21031/patrick-mchenry
291,NC,House,Republican,District 13,Ted Budd,https://votesmart.org/candidate/171489/ted-budd
292,NC,House,Republican,District 2,George Holding,https://votesmart.org/candidate/136462/george-holding
